10;0.5;1.0;2.5278543790000008;90339
10;0.5;0.9;1.390199869;2405095
10;0.5;0.8;1.6514292610000005;4045088
10;0.5;0.7;1.2240425389999992;5667881
10;0.5;0.6;1.573907376000001;2795563
10;0.5;0.5;1.3055698810000003;4524939
10;0.5;0.4;1.2163532929999974;1216374
10;0.5;0.3;1.2370516419999973;3120301
10;0.5;0.2;1.1953155960000004;5156269
10;0.5;0.1;1.1204680219999972;1465737
20;0.5;1.0;2.0820534429999995;184804
20;0.5;0.5;54.541130926;1340252
15;0.5;1.0;1.422675796000001;139102
15;0.5;0.5;8.967958557;3049464
15;0.5;0.0;7.5991923419999985;4115404
15;1.0;1.0;2.058832505;170369
15;0.5;1.0;1.382588514;139046
15;0.5;0.9;3.745928623000001;3065024
15;0.5;0.8;5.8497397289999995;1533854
15;0.5;0.7;8.692132209;3834132
15;0.5;0.6;11.611529239;1450354
15;0.5;0.5;10.962119353999995;4056857
15;0.5;0.4;7.983054573999993;4115555
15;0.5;0.3;10.063143709999991;1618493
15;0.5;0.2;8.680766593999977;4600952
15;0.5;0.1;7.659335552000016;1776800
15;0.5;0.0;6.588387975999979;2015196
15;0.5;1.0;1.6035293350000002;138598
10;0.5;1.0;0.7969572;90065
10;0.5;0.5;1.1285399930000004;2402559
10;0.5;0.0;1.0256255860000003;4416646
10;0.9;1.0;1.0427645559999998;117251
10;0.9;0.5;26.15163475;1194709
10;0.9;0.0;23.870982894999997;1423051
10;0.6;1.0;0.9339776829999993;92496
10;0.6;0.9;1.133770266;2412253
10;0.6;0.8;1.3790382989999994;4068655
10;0.6;0.7;1.5935693670000006;5612670
10;0.6;0.6;1.5518813440000017;2820837
10;0.6;0.5;1.518143062;4639790
10;0.6;0.4;1.494512825000001;3191434
10;0.6;0.3;1.4430400330000026;5185588
10;0.6;0.2;3.9610019810000026;3395610
10;0.6;0.1;5.280703389000003;5572090
10;0.6;0.0;3.0295068149999977;3528974
15;0.6;1.0;1.5085881680000002;140002
15;0.6;0.9;6.386545312999999;3065114
15;0.6;0.8;11.447947270999997;3658081
15;0.6;0.7;16.688567628999998;1648343
15;0.6;0.6;16.564728664;1584651
15;0.6;0.5;17.35794257699999;1643572
15;0.6;0.4;16.85163196800002;4278413
15;0.6;0.3;17.06551717100001;1758488
15;0.6;0.2;18.56195641100001;4635732
15;0.6;0.1;15.38511809900001;1924839
15;0.6;0.0;15.735467909000022;2128435
15;0.6;1.0;1.6966441390000009;140504
15;0.6;0.5;20.593669745;3050288
10;0.6;1.0;1.1931191830000003;92731
10;0.6;0.5;2.134037202;2426967
10;0.6;1.0;1.2261596999999993;92393
10;0.6;0.5;1.6167495729999999;2426692
10;0.6;1.0;0.9609188160000004;92728
10;0.6;0.5;1.611161812999999;2426406
10;0.7;1.0;1.1867143400000009;94819
10;0.7;0.9;1.1159735919999996;2422212
10;0.7;0.8;1.9321380969999993;4106811
10;0.7;0.7;3.480491438999998;1504543
10;0.7;0.6;2.530715921999999;3222837
10;0.7;0.5;2.7399056329999993;3227072
10;0.7;0.4;2.545297865000002;5167455
10;0.7;0.3;2.5915566610000056;3456916
10;0.7;0.2;2.356443358;5594213
10;0.7;0.1;2.265595685000001;3494421
10;0.7;0.0;2.2536889060000007;1624421
15;0.7;1.0;2.5852564719999993;144779
15;0.7;0.9;15.535339253999997;1263365
15;0.7;0.8;51.589101029999995;1510885
12;0.6;1.0;1.1465102720000004;113735
12;0.6;0.9;3.208435625;2731494
12;0.6;0.8;4.9384382129999995;1463269
12;0.6;0.7;5.7758385919999995;3433212
12;0.6;0.6;5.859578386000003;3423032
12;0.6;0.5;5.872596352000002;3513486
5;0.6;0.8;2.2788673169999996;40225
6;0.6;0.8;0.6712821009999992;1918404
7;0.6;0.8;0.8292341560000018;2223598
8;0.6;0.8;0.924816002;3482617
9;0.6;0.8;1.2502495210000006;2695849
10;0.6;0.8;1.3481130790000009;4241729
11;0.6;0.8;1.9574251169999997;1453962
12;0.6;0.8;5.065218432000002;3287834
13;0.6;0.8;5.421696955999998;3332870
14;0.6;0.8;10.973425727999995;3648171
15;0.6;0.8;11.506710392999992;1718518
16;0.6;0.8;23.735747247999996;1688311
17;0.6;0.8;87.05797480800001;1743556
18;0.6;0.8;89.476583404;1814690
19;0.6;0.8;235.02188117000003;1892525
12;0.1;0.8;1.1710233580000002;91018
12;0.2;0.8;1.2785973950000002;2899538
12;0.3;0.8;1.0217570470000013;4928962
12;0.4;0.8;1.389956354999999;1480183
12;0.5;0.8;1.7377236799999984;3378900
12;0.6;0.8;5.192098730999998;1469981
12;0.7;0.8;9.739066995000002;1536294
12;0.8;0.8;19.303651732999995;1566392
12;0.9;0.8;42.31509413900001;1609157
